tag_chrom,trait_reported,count
2,Triacylglycerol_50:2_[M+NH4]1+ levels,2043
2,Protein quantitative trait loci (liver) [PON1],1151
2,"Blood pressure medication | medication for cholesterol, blood pressure or diabetes",938
2,Gut microbiota abundance (class Actinobacteria id.419),1155
2,Lactose intolerance,295
2,DNA methylation Hannum age acceleration,1447
2,Rheumatoid arthritis [conditional on rs3087243],1105
2,PR segment duration,245
2,Terminally Differentiated CD4-CD8- T cell Absolute Count,183
2,Number of days/week walked 10+ minutes,185
2,Protein quantitative trait loci (liver) [AMBP],3
2,Chronic lymphocytic leukemia,42791
2,Asthma (moderate or severe),15326
2,Apolipoprotein A1 levels,164632
2,Ease of skin tanning,6222
2,Chronic kidney disease [eGFRcrea],25872
2,Serum metabolite levels [XXL_VLDL_P],2043
2,Antihypertensive medication - note that there are other indications,4153
2,Heart valve problem or heart murmur,1040
2,Abdominal aortic aneurysm,514
2,Adiponectin levels,491
2,Parental lifespan,709
2,Blood protein levels [Fibronectin],288
2,Macrovascular complications in type 2 diabetes,34176
2,Body mass index (joint analysis main effects and smoking interaction) [women],12446
2,Heel bone mineral density x serum urate levels interaction [female],1371
2,Past tobacco smoking,2982
2,Phosphatidylcholine-O_30:1_[M+H]1+/Phosphatidylcholine-P_30:0_[M+H]1+/Phosphatidylethanolamine-O_33:1_[M+H]1+ levels,2043
2,Year ended full time education,422
2,Waist circumference adjusted for body mass index [women],2158
2,CD28+ CD45RA+ CD8dim T cell %T cell,1411
2,Paenibacillus J abundance in stool,215
2,Platelet-derived growth factor BB levels,1276
2,Insomnia complaints (continuous),28
2,Urinary metabolites [1.067 ppm/1.049 ppm],6993
2,Type 2 diabetes [EA],8222
2,Electrocardiogram morphology (amplitude at temporal datapoints) [198 ms],18875
2,"Blood protein levels [FAM171B, 8786_6_3]",1330
2,Electrocardiographic traits (multivariate),1474
2,Lobe attachment (rater-scored or self-reported) [EA],228
2,C_Betaproteobacteria abundance,346
2,Blood metabolite levels [glutaroyl carnitine],10
2,Excessive hairiness,30494
2,Sex hormone-binding globulin levels,691472
2,Place of birth in uk - east co-ordinate,13600
2,Cheese intake,10941
2,Systemic lupus erythematosus [Chinese],3194
2,Electrocardiogram morphology (amplitude at temporal datapoints) [204 ms],5345
2,Focal epilepsy,274
2,Type 2 diabetes and end-stage kidney disease in APOL1 risk genotype negative individuals,11
2,Triglyceride levels,538469
2,Insomnia [Female],22348
2,"Blood protein levels [NAGK, 3894_15_2]",2612
2,Serum levels of protein ALPPL2,5531
2,Facial morphology [left alare-subnasale distance],984
2,Acylcarnitine levels [Nonaylcarnitine],1357
2,X-24452 levels,67
2,Urinary metabolite levels in chronic kidney disease [3-methylglutarate/2-methylglutarate],10
2,Serum metabolite levels [N-acetylornithine],5726
2,Serum metabolite levels [2-hydroxyoctanoate],41255
2,Trunk fat percentage,118680
2,Dysplasia of cervi uteri,6132
2,Alcohol use disorder,4057
2,White blood cell count (monocyte),1641
2,Plasma free amino acid levels (adjusted for one other PFAA) [Orn (adjusted for Gly],261
2,"Blood protein levels [EFEMP1, 8480_29_3]",1068
2,Metoprolol | treatment/medication code,352
2,Ovarian cyst,340
2,Facial ageing,10000
2,Body mass index in physically active individuals [EA],12446
2,Electrocardiogram morphology (amplitude at temporal datapoints) [154 ms],15100
2,Blood metabolite ratios [X-11444/X-12844],565
2,Current | alcohol drinker status,110
2,Homocysteine levels,20
2,Homeostasis model assessment of insulin resistance in more-fat diet,5
2,Vitiligo,7703
2,Estimated glomerular filtration rate,458201
2,Hemoglobin levels,491589
2,Urinary metabolite levels in chronic kidney disease [X - 12379],23819
2,Serum levels of protein FAP,3573
2,"""Type 1 diabetes, wide definition""",2418
2,Protein quantitative trait loci (liver) [GALE],59
2,Scavenger receptor cysteine-rich type 1 protein M130 levels,28
2,Atrial fibrillation/atrial flutter,24242
2,Phosphatidylcholine-O_31:0_[M+H]1+/Phosphatidylethanolamine-O_34:0_[M+H]1+ levels,2043
2,Time to complete round,8149
2,Leg predicted mass (right),112658
2,"Asthma | non-cancer illness code, self-reported",20562
2,Glucose levels,12307
2,Subjective well-being (MTAG),2146
2,"Serum metabolite levels [Bilirubin (Z,Z]",620
2,White matter microstructure (fractional anisotropy) [Corticospinal tract ],53
2,UBA9475 sp002161235 abundance in stool,50
2,Allergic rhinitis,67836
2,Physical violence by partner or ex-partner as an adult,1314
2,"Blood protein levels [TNFAIP6, 5036_50_1]",23323
2,"Intra-ocular pressure, goldmann-correlated (left)",12374
2,CD8 on CD28+ CD45RA+ CD8+ T cell,4383
2,Triglycerides-Blood Pressure (TG-BP),2043
2,Bipolar disorder vs major depressive disorder (ordinary least squares (OLS)),3037
2,Electrocardiogram morphology (amplitude at temporal datapoints) [238 ms],1295
2,Plasma free amino acid levels (adjusted for one other PFAA) [Arg (adjusted for Ser],261
2,Terminally Differentiated CD8+ T cell %CD8+ T cell,1600
2,"Blood protein levels [FN1, 4131_72_2]",299
2,Cardiorespiratory fitness (vo2 max),590
2,Serum metabolite levels [indolepropionate],1908
2,Ascending aorta maximum area,263
2,"Body composition traits [M, Waist-to-hip ratio]",27
2,"Lipid metabolism phenotypes [VLDL.small, fasting]",454
2,Electrocardiogram morphology (amplitude at temporal datapoints) [-18 ms],57
2,3-hydroxy-1-methylpropylmercapturic acid levels in smokers [AA],3
2,Renal function-related traits (BUN),8663
2,Serum metabolite levels [mannose],24656
2,Mean arterial pressure [Japanese],5905
2,Hearing difficulty/problems with background noise,1175
2,"Lymphoedema | non-cancer illness code, self-reported",319
2,Brain region volumes [right lateral ventricle],40
2,Lymphocytic leukemia,458
2,Facial morphology (segment 14),314
2,Reaction time,90257
2,Problematic alcohol use (MTAG),5333
2,Gestational insulin sensitivity,1660
2,Extremely high intelligence,8001
2,Late-onset Alzheimer's disease,3653
2,Phosphatidylcholine-O_36:2_[M+H]1+/Phosphatidylcholine-P_36:1_[M+H]1+/Phosphatidylethanolamine-P_39:1_[M+H]1+ levels,2043
2,Blood metabolite levels [X-11444],565
2,Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction) [EA],3631
2,Mental health study participation (completed survey),446
2,Yes | hearing difficulty/problems,3459
2,Amlodipine | treatment/medication code,672
2,Sex hormone-binding globulin levels adjusted for BMI,660519
2,Blood metabolite levels [X-12510--2-aminooctanoic acid],23819
2,Psoriasis [EA],717
2,Serum metabolite levels [thyroxine],1005
2,Metabolite levels [TAG 50:3],2043
2,Electrocardiogram morphology (amplitude at temporal datapoints) [-172 ms],118
2,"Waist circumference adjusted for body mass index [EA,women]",598
2,Inflammatory biomarkers [IL-1ra],4952
2,Age-related hearing impairment (MTAG),3899
2,"Fracture clavicle / collar bone | non-cancer illness code, self-reported",1155
2,Urinary metabolites [glycine/threonine],10
2,"Blood protein levels [SERPINE2, 3217_74_2]",40
2,Bilirubin levels,190733
2,"Intracranial, abdominal aortic or thoracic aortic aneurysm (pleiotropy)",13785
2,Body fat distribution (trunk fat ratio) [females],8474
2,Lobe attachment (rater-scored or self-reported),1650
2,Benign prostatic hyperplasia and lower urinary tract symptoms (prostate cancer excluded),49
2,Family history of Alzheimer's disease,522
2,Feeling miserable,38300
2,Life satisfaction,19813
2,Heme oxygenase 1 measurement,12608
2,Asthma/COPD (KELA code 203),12005
2,Other abnormal uterine and caginal bleeding,361
2,Serum metabolite levels [X-11793],5509
2,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction) [men],1170
2,Gut microbiota (functional units) [PWY-5862_superpathway_of_demethylmenaquinol-9_biosynthesis],14
2,C-reactive protein and white blood cell count [WBC],12
2,Asthma x Hispanic interaction (2df),4
2,Bipolar disorder (MTAG),146715
2,Blood metabolite levels [X-11787],24393
2,Serum total cholesterol levels,944
2,Raw vegetable consumption,4648
2,Brain region volumes [right cerebellum exterior],21
2,Benign neoplasm of other parts of digestive system,166
2,Digit length ratio (left hand) [EA],1368
2,Interleukin-1 receptor-like 2 measurement,1285
2,Blood metabolite levels [serine],10
2,"Blood pressure measurement (low sodium intervention) [MAP, during intervention]",15
2,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction),10601
2,Blood glucose levels,26067
2,"Blood protein levels [UGT1A6, 7891_45_3]",5509
2,Metabolite levels [alanine],2043
2,Waist circumference adjusted for body mass index [East Asian],756
2,Sulfasalazine | treatment/medication code,126
2,Serum metabolite concentrations in chronic kidney disease [N-acetylphenylalanine],1663
2,Chylomicron and largest VLDL particle concentration,6894
2,Chronic lower respiratory diseases,11286
2,Body fat percentage variance,598
2,Facial morphology (segment 29),1343
2,Postprandial triglyceride levels,2043
2,Frequency of tiredness / lethargy in last 2 weeks,160
2,Electrocardiogram morphology (amplitude at temporal datapoints) [-168 ms],118
2,Alzheimer's disease/dementia | illnesses of adopted mother,58
2,Blood protein levels [Ep-CAM],8
2,Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test),6285
2,BMI at 1 year old,12035
2,Atrial fibrillation and flutter,23372
2,Inguinal hernia,22804
2,Left-handedness,8495
2,Cholelithiasis,115883
2,Blood metabolite levels [X-11793--oxidized bilirubin],5509
2,"None of the above | medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",672
2,Sex hormone-binding globulin levels [Men + Women],2043
2,Serum levels of protein COLEC11,1337
2,"Lipid metabolism phenotypes [VLDL.large, fasting]",2043
2,Electrocardiogram morphology (amplitude at temporal datapoints) [240 ms],3775
2,Nonalcoholic fatty liver disease (imputed),204
2,"""Ulcerative colitis, NAS""",90
2,Matrix metalloproteinase-7 levels,38
2,Self-reported math ability (MTAG) [MTAG],208057
2,General factor of neuroticism,36776
2,Sensorineural hearing loss,7426
2,LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [EA],7904
2,Waist circumference variance,2664
2,Electrocardiogram morphology (amplitude at temporal datapoints) [226 ms],5345
2,LDL cholesterol [total cholesterol],271
2,Waist-to-hip ratio adjusted for BMI in non-smokers [women],598
2,Lobe attachment (rater scored) [Chinese],88
2,"Blood protein levels [GKN2, 6416_8_3]",205
2,Sweets intake,11
2,Fasciitis,8434
2,Hip circumference adjusted for BMI [EA],7284
2,Glycated haemoglobin HbA1c levels adjusted for BMI,6763
2,"Blood metabolite levels [bilirubin (E,Z or Z,E]",5509
2,"2,3-dihydroxy-2-methylbutyrate levels",1675
2,White matter microstructure (mean diusivities) [Genu of corpus callosum],5151
2,Homeostasis model assessment of beta-cell function (dietary factor interaction) [n-6 PUFA],213
2,Fasting blood insulin,6422
2,Adult body size,130594
2,Liver enzyme levels (gamma-glutamyl transferase),91660
2,"Blood metabolite levels [bilirubin (Z,Z]",5509
2,Joint mobility (Beighton score),3299
2,Serum metabolite levels [Biliverdin],620
2,CD28 on CD28+ CD4-CD8- T cell,2529
2,Alzheimer's disease/dementia | illnesses of mother,174
2,Body fat percentage and systolic blood pressure (pairwise),264
2,DNA methylation (parent-of-origin) [KvDMR 21],260
2,Feeling tense,2341
2,Serum levels of protein DNER,3095
2,"Pulse pressure x alcohol consumption interaction (2df test) [AA, EA]",672
2,Body fat percentage and LDL-C (pairwise),869
2,Heart disease | illnesses of father,971
2,Plasma free amino acid levels (adjusted for one other PFAA) [Ser (adjusted for Phe],261
2,Episodic memory (pairs-matching),105
2,ADHD vs anorexia nervosa (ordinary least squares (OLS)),157
2,"Neck problem/injury | non-cancer illness code, self-reported",366
2,Adverse response to chemotherapy (amenorrhea) in breast cancer,172
2,Blood protein levels [Granulysin],2454
2,Relative protein intake,2043
2,Adult onset asthma and/or BMI,219
2,Thermococcaceae abundance in stool,7
2,"Bone mineral density (paediatric, upper limb)",2027
2,Lymphocyte counts,984199
2,Cognitive performance (MTAG) [MTAG],164030
2,Electrocardiogram morphology (amplitude at temporal datapoints) [90 ms],1570
2,"""Hypothyroidism, levothyroxin purchases""",2535
2,LDL cholesterol levels in current drinkers [Asian],1402
2,Naive CD8+ T cell %CD8+ T cell,74
2,White matter microstructure (fractional anisotropy) [Fornix (column and body],40
2,Generalized epilepsy [GAE],129
2,Persons encountering health services for specific procedures and health care,2
2,Trunk fat mass,112926
2,High density lipoprotein cholesterol levels,43041
2,Lachnospira rogosae abundance in stool,15679
2,Mixed hyperlipidaemia,4178
2,"Serum metabolite levels [bilirubin (Z,Z]",2441
2,Primary biliary cirrhosis,2067
2,Number of pregnancies,328
2,Right-handed | handedness (chirality/laterality),875
2,Brain region volumes [right thalamus proper],321
2,Anorexia,279
2,Heel bone mineral density x serum urate levels interaction,26
2,Urinary metabolite levels in chronic kidney disease [X - 24402],10
2,"""Malignant neoplasm of breast, HER-positive (controls excluding all cancers)""",46
2,Intelligence,73806
2,Offspring birth weight,18032
2,Weight,327278
2,TPE interval (resting),4069
2,Moderate to vigorous physical activity levels,4795
2,HDL cholesterol levels in current drinkers,839
2,Muscular dystrophy,94
2,Thyroid stimulating hormone levels,125
2,Android fat mass,25
2,Physical activity (Total log acceleration 12am-2am),28
2,Digit length ratio (right hand),2107
2,Major depressive disorder,25993
2,Non-melanoma skin cancer,20994
2,Serum metabolite levels [N-acetyl-1-methylhistidine*],47911
2,Aspartate aminotransferase to alanine aminotransferase ratio,5125
2,Electrocardiogram morphology (amplitude at temporal datapoints) [-98 ms],452
2,Close to major road,17
2,Mitochondrial heteroplasmy measurement,3330
2,Terrisporobacter othiniensis abundance in stool,14589
2,Serum metabolite concentrations in chronic kidney disease [N-acetylasparagine],5784
2,Heel bone mineral density (bmd) (right),17411
2,Homeostasis model assessment of insulin resistance,2048
2,Brain region volumes [right caudate],1308
2,Basophill percentage,1957
2,"Svt / supraventricular tachycardia | non-cancer illness code, self-reported",1100
2,Age at last live birth,688
2,Acetylcarnitine (c2) levels,268
2,interferon-related traits [IFNalpha_ABC_of_CD8p_T],54
2,Low density lipoprotein cholesterol levels,309662
2,Body size at age 10,131128
2,Blood metabolite levels [Arginine / Citrulline],24155
2,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event) [Cox proportional hazards regression model],1173
2,Blood metabolite levels [X-11470],565
2,Invasive epithelial ovarian cancer,1748
2,Serum levels of protein OLFM3,1575
2,JT interval (sulfonylurea treatment interaction) [AA],262
2,Protein quantitative trait loci (liver) [GCKR],358
2,Acisoga levels,76
2,Facial morphology (nasion depth 2),62
2,Pediatric asthma,6805
2,Serum metabolite levels [X-12510],86753
2,Neuroblastoma (pediatric),1225
2,Ever smoked,1065
2,Malignant neoplasm of breast,46
